case_id,split,difficulty,source_type,cohort,document_extraction_score,classification_score,evidence_retrieval_score,explanation_generation_score,document_extraction_probability,classification_probability,evidence_retrieval_probability,explanation_generation_probability,end_to_end_correct
3530,development,Simple,native_pdf,pond_a,0.80005,0.808003,0.725083,0.681773,0.672727,0.727723,0.8725,0.527397,0
3531,development,Moderate,scan,pond_b,0.869395,0.875091,0.847934,0.773034,0.768421,0.809353,0.9375,0.727273,0
3532,evaluation,Complex,scan,pond_a,0.893128,0.537578,0.51287,0.687436,0.83871,0.485714,0.581673,0.527397,0
3533,development,Simple,native_pdf,pond_a,0.91519,0.87654,0.708134,0.726598,0.857143,0.809353,0.8725,0.591837,1
3534,development,Complex,scan,pond_b,0.680782,0.380292,0.335044,0.621826,0.552632,0.415385,0.363636,0.333333,0
3535,development,Simple,scan,pond_b,0.90886,0.996972,0.920763,0.904821,0.857143,0.989848,1.0,0.937931,1
3536,evaluation,Moderate,native_pdf,pond_a,0.873997,0.91208,0.562417,0.872204,0.777778,0.809353,0.681818,0.897233,1
3537,development,Simple,native_pdf,pond_a,0.836296,0.956681,0.717061,0.722939,0.738397,0.88172,0.8725,0.591837,1
3538,development,Moderate,scan,pond_a,0.792264,0.90257,0.629367,0.667722,0.672727,0.809353,0.778571,0.527397,1
3539,development,Moderate,native_pdf,pond_b,0.84006,0.950819,0.478401,0.885361,0.738397,0.868421,0.581673,0.902174,1
3540,development,Simple,native_pdf,pond_a,0.935458,0.888907,0.832733,0.792952,0.887701,0.809353,0.891117,0.772487,0
3541,development,Simple,scan,pond_a,0.739463,0.827672,0.863763,0.843113,0.591398,0.727723,0.951456,0.80137,1
3542,development,Moderate,scan,pond_b,0.83331,0.983282,0.6649,0.830678,0.738397,0.957792,0.863158,0.791444,1
3543,development,Simple,native_pdf,pond_b,0.938009,0.994033,0.815011,0.868907,0.934783,0.989848,0.891117,0.897233,0
3544,development,Simple,native_pdf,pond_a,0.974107,0.987722,0.918086,0.849812,0.977778,0.957792,1.0,0.868132,1
3545,evaluation,Complex,scan,pond_b,0.857788,0.994152,0.682941,0.888592,0.768421,0.989848,0.863158,0.911111,1
3546,development,Moderate,native_pdf,pond_b,0.89279,0.963611,0.546169,0.813959,0.83871,0.88172,0.681818,0.772487,1
3547,development,Simple,native_pdf,pond_a,0.961021,0.992542,0.717765,0.758142,0.966942,0.989848,0.8725,0.687861,1
3548,development,Simple,scan,pond_b,0.865563,0.993914,0.86285,0.915089,0.768421,0.989848,0.951456,0.987179,1
3549,development,Complex,native_pdf,pond_b,0.757331,0.980077,0.301887,0.828956,0.591398,0.933333,0.25,0.791444,1
3550,evaluation,Complex,native_pdf,pond_b,0.853832,0.909771,0.655552,0.706629,0.768421,0.809353,0.778571,0.571429,0
3551,development,Simple,native_pdf,pond_b,0.852704,0.807092,0.555448,0.841895,0.744681,0.727723,0.681818,0.80137,0
3552,development,Complex,scan,pond_a,0.708642,0.953933,0.647918,0.766251,0.552632,0.88172,0.778571,0.727273,1
3553,development,Moderate,native_pdf,pond_b,0.887682,0.934767,0.425987,0.901553,0.789474,0.865854,0.527778,0.937931,1
3554,development,Simple,scan,pond_a,0.661868,0.71435,0.671628,0.808781,0.5,0.567568,0.863158,0.772487,0
3555,evaluation,Complex,scan,pond_a,0.704696,0.750271,0.54964,0.79182,0.552632,0.727723,0.681818,0.772487,0
3556,development,Complex,scan,pond_a,0.674373,0.829851,0.808097,0.539233,0.552632,0.727723,0.891117,0.133333,0
3557,development,Simple,native_pdf,pond_a,0.96373,0.997183,0.888485,0.853987,0.966942,0.989848,0.982759,0.894737,1
3558,development,Moderate,native_pdf,pond_a,0.942905,0.498414,0.874406,0.753558,0.934783,0.485714,0.979798,0.687861,0
3559,evaluation,Moderate,scan,pond_b,0.601781,0.613594,0.604326,0.901165,0.421053,0.51603,0.753623,0.937931,0
3560,development,Simple,native_pdf,pond_b,0.940322,0.984501,0.750247,0.839833,0.934783,0.957792,0.8725,0.80137,1
3561,evaluation,Moderate,scan,pond_a,0.804113,0.925101,0.621397,0.705572,0.672727,0.862069,0.753623,0.571429,1
3562,evaluation,Simple,native_pdf,pond_b,0.873806,0.985472,0.729036,0.899239,0.777778,0.957792,0.8725,0.937931,1
3563,development,Simple,scan,pond_a,0.94554,0.982257,0.823331,0.870584,0.945946,0.957792,0.891117,0.897233,1
3564,development,Complex,scan,pond_a,0.429055,0.933818,0.391041,0.577995,0.235294,0.865854,0.435484,0.133333,0
3565,evaluation,Moderate,scan,pond_b,0.841239,0.975055,0.756507,0.871085,0.738397,0.923077,0.8725,0.897233,1
3566,development,Simple,scan,pond_b,0.945673,0.994723,0.78207,0.922601,0.945946,0.989848,0.891117,1.0,0
3567,development,Complex,scan,pond_b,0.886204,0.884909,0.682246,0.876824,0.789474,0.809353,0.863158,0.897233,0
3568,development,Simple,scan,pond_b,0.674847,0.76794,0.782952,0.911398,0.552632,0.727723,0.891117,0.987179,0
3569,evaluation,Moderate,native_pdf,pond_b,0.952888,0.997649,0.754525,0.825142,0.945946,1.0,0.8725,0.791444,1
3570,evaluation,Simple,native_pdf,pond_b,0.951424,0.940942,0.837962,0.861365,0.945946,0.867188,0.9375,0.897233,1
3571,evaluation,Complex,scan,pond_b,0.388265,0.059907,0.196462,0.788883,0.2,0.0,0.153846,0.772487,0
3572,development,Moderate,scan,pond_a,0.870328,0.910904,0.388333,0.764363,0.768421,0.809353,0.435484,0.687861,0
3573,development,Simple,native_pdf,pond_b,0.810045,0.954582,0.545351,0.896093,0.738397,0.88172,0.681818,0.937931,0
3574,evaluation,Simple,scan,pond_a,0.856796,0.955445,0.522762,0.818588,0.768421,0.88172,0.581673,0.791444,1
3575,evaluation,Simple,native_pdf,pond_b,0.900168,0.98423,0.766503,0.894815,0.843284,0.957792,0.8725,0.937931,1
3576,evaluation,Simple,native_pdf,pond_b,0.922655,0.992924,0.943653,0.90079,0.887701,0.989848,1.0,0.937931,1
3577,evaluation,Simple,native_pdf,pond_a,0.935999,0.994495,0.757216,0.733046,0.887701,0.989848,0.8725,0.591837,1
3578,evaluation,Complex,native_pdf,pond_a,0.69058,0.523993,0.43571,0.7356,0.552632,0.485714,0.581673,0.591837,0
3579,evaluation,Moderate,scan,pond_b,0.891443,0.982133,0.686029,0.825124,0.793103,0.957792,0.8725,0.791444,1
3580,development,Simple,native_pdf,pond_b,0.925755,0.972664,0.62427,0.841982,0.887701,0.88172,0.778571,0.80137,0
3581,development,Complex,native_pdf,pond_a,0.859796,0.481023,0.234703,0.679075,0.768421,0.485714,0.192308,0.527397,0
3582,development,Moderate,scan,pond_a,0.710181,0.765672,0.525722,0.825361,0.552632,0.727723,0.581673,0.791444,0
3583,evaluation,Moderate,native_pdf,pond_b,0.827843,0.636297,0.437365,0.824815,0.738397,0.54386,0.581673,0.791444,0
3584,evaluation,Moderate,native_pdf,pond_b,0.82017,0.786018,0.641855,0.844823,0.738397,0.727723,0.778571,0.868132,0
3585,evaluation,Complex,native_pdf,pond_b,0.797504,0.526535,0.217195,0.707063,0.672727,0.485714,0.192308,0.571429,0
3586,development,Simple,native_pdf,pond_a,0.878632,0.78234,0.676932,0.686163,0.777778,0.727723,0.863158,0.527397,0
3587,development,Simple,scan,pond_a,0.880354,0.88403,0.926094,0.761266,0.789474,0.809353,1.0,0.687861,1
3588,development,Simple,scan,pond_b,0.812882,0.970332,0.708626,0.879051,0.738397,0.88172,0.8725,0.897233,1
3589,development,Moderate,native_pdf,pond_a,0.895851,0.954514,0.674084,0.730923,0.843284,0.88172,0.863158,0.591837,1
3590,development,Simple,scan,pond_b,0.960205,0.995914,0.817715,0.909533,0.966942,0.989848,0.891117,0.987179,1
3591,development,Complex,native_pdf,pond_b,0.807567,0.843516,0.636512,0.840359,0.672727,0.77027,0.778571,0.80137,1
3592,evaluation,Moderate,native_pdf,pond_b,0.819109,0.514337,0.442645,0.836742,0.738397,0.485714,0.581673,0.80137,1
3593,evaluation,Moderate,native_pdf,pond_a,0.911022,0.994137,0.540477,0.738969,0.857143,0.989848,0.581673,0.591837,0
3594,development,Moderate,native_pdf,pond_a,0.932065,0.992638,0.758304,0.842978,0.887701,0.989848,0.8725,0.80137,1
3595,development,Complex,native_pdf,pond_a,0.829137,0.911515,0.460782,0.613515,0.738397,0.809353,0.581673,0.333333,1
3596,development,Simple,native_pdf,pond_a,0.871102,0.961231,0.754565,0.855477,0.768421,0.88172,0.8725,0.894737,1
3597,development,Simple,native_pdf,pond_b,0.867977,0.941294,0.661723,0.79647,0.768421,0.867188,0.863158,0.772487,0
3598,evaluation,Moderate,native_pdf,pond_a,0.840781,0.925056,0.501926,0.848244,0.738397,0.862069,0.581673,0.868132,0
3599,development,Moderate,native_pdf,pond_b,0.930674,0.934451,0.877405,0.874854,0.887701,0.865854,0.979798,0.897233,1
3600,evaluation,Complex,scan,pond_b,0.541787,0.171191,0.39733,0.884707,0.338028,0.16,0.435484,0.902174,0
3601,development,Simple,native_pdf,pond_b,0.816809,0.70791,0.613568,0.882796,0.738397,0.567568,0.753623,0.902174,0
3602,development,Simple,scan,pond_b,0.833544,0.97275,0.830104,0.882593,0.738397,0.88172,0.891117,0.902174,0
3603,evaluation,Complex,scan,pond_b,0.400698,0.047219,0.140315,0.821353,0.2,0.0,0.12,0.791444,0
3604,evaluation,Complex,native_pdf,pond_a,0.778631,0.557785,0.885701,0.801188,0.6,0.485714,0.982759,0.772487,0
3605,evaluation,Simple,native_pdf,pond_a,0.81532,0.974245,0.595191,0.792157,0.738397,0.923077,0.753623,0.772487,1
3606,development,Simple,scan,pond_a,0.854159,0.883281,0.582823,0.848498,0.768421,0.809353,0.753623,0.868132,0
3607,development,Simple,native_pdf,pond_a,0.951571,0.997164,0.799356,0.742589,0.945946,0.989848,0.891117,0.687861,1
3608,development,Moderate,scan,pond_a,0.901279,0.977772,0.766965,0.76081,0.843284,0.933333,0.8725,0.687861,1
3609,evaluation,Complex,native_pdf,pond_a,0.729957,0.853777,0.179101,0.560152,0.552632,0.787609,0.153846,0.133333,0
3610,evaluation,Complex,native_pdf,pond_a,0.360037,0.080383,0.114514,0.613454,0.184327,0.0,0.12,0.333333,0
3611,evaluation,Simple,native_pdf,pond_a,0.852963,0.996817,0.824336,0.854271,0.744681,0.989848,0.891117,0.894737,1
3612,development,Moderate,scan,pond_b,0.812454,0.749621,0.589889,0.811322,0.738397,0.727723,0.753623,0.772487,1
3613,evaluation,Complex,scan,pond_a,0.479883,0.469932,0.077032,0.77297,0.235294,0.485714,0.0,0.727273,0
3614,development,Simple,scan,pond_a,0.867718,0.85964,0.868325,0.696836,0.768421,0.809353,0.979798,0.527397,0
3615,development,Complex,native_pdf,pond_a,0.891751,0.637844,0.752066,0.819575,0.793103,0.54386,0.8725,0.791444,0
3616,evaluation,Complex,native_pdf,pond_a,0.798379,0.784426,0.667043,0.819913,0.672727,0.727723,0.863158,0.791444,0
3617,evaluation,Complex,native_pdf,pond_a,0.514724,0.096457,0.376151,0.608248,0.338028,0.0,0.435484,0.333333,0
3618,evaluation,Complex,native_pdf,pond_b,0.897923,0.806772,0.748737,0.836327,0.843284,0.727723,0.8725,0.80137,1
3619,development,Simple,native_pdf,pond_a,0.968686,0.992981,0.88486,0.838428,0.966942,0.989848,0.979798,0.80137,0
3620,development,Simple,native_pdf,pond_b,0.931033,0.870077,0.450991,0.917023,0.887701,0.809353,0.581673,0.987179,0
3621,evaluation,Complex,native_pdf,pond_b,0.602392,0.855875,0.387476,0.72942,0.421053,0.809353,0.435484,0.591837,0
3622,development,Simple,native_pdf,pond_b,0.87477,0.876133,0.700622,0.863539,0.777778,0.809353,0.8725,0.897233,0
3623,development,Simple,native_pdf,pond_a,0.953387,0.981685,0.8796,0.830026,0.966942,0.957792,0.979798,0.791444,1
3624,development,Simple,scan,pond_a,0.86719,0.990834,0.87488,0.766878,0.768421,0.957792,0.979798,0.727273,1
3625,evaluation,Complex,native_pdf,pond_a,0.784279,0.875684,0.147051,0.670518,0.672131,0.809353,0.12,0.527397,0
3626,evaluation,Complex,native_pdf,pond_b,0.892504,0.989253,0.324755,0.826748,0.807131,0.957792,0.363636,0.791444,1
3627,development,Moderate,scan,pond_a,0.752663,0.964577,0.704235,0.711126,0.591398,0.88172,0.8725,0.590909,1
3628,development,Simple,native_pdf,pond_b,0.923464,0.934839,0.905325,0.88692,0.887701,0.865854,0.982759,0.902174,0
3629,evaluation,Simple,native_pdf,pond_a,0.864828,0.905854,0.658131,0.837817,0.768421,0.809353,0.778571,0.80137,0
3630,evaluation,Simple,native_pdf,pond_b,0.921035,0.94664,0.883852,0.915358,0.887701,0.867188,0.979798,0.987179,1
3631,development,Simple,scan,pond_a,0.949232,0.954553,0.890041,0.858779,0.945946,0.88172,0.982759,0.894737,0
3632,evaluation,Simple,native_pdf,pond_a,0.952603,0.945942,0.927593,0.849566,0.945946,0.867188,1.0,0.868132,1
3633,evaluation,Moderate,scan,pond_b,0.715405,0.906964,0.562148,0.916342,0.552632,0.809353,0.681818,0.987179,0
3634,evaluation,Simple,scan,pond_b,0.637816,0.922126,0.634832,0.911903,0.421053,0.862069,0.778571,0.987179,0
3635,development,Simple,native_pdf,pond_b,0.95133,0.819667,0.779779,0.894525,0.945946,0.727723,0.891117,0.937931,1
3636,development,Complex,scan,pond_b,0.645978,0.623933,0.685444,0.809388,0.421053,0.521739,0.863158,0.772487,0
3637,evaluation,Moderate,scan,pond_b,0.818372,0.948624,0.683867,0.852034,0.738397,0.868421,0.863158,0.894737,0
3638,evaluation,Complex,native_pdf,pond_a,0.851514,0.814545,0.766519,0.764971,0.744681,0.727723,0.8725,0.687861,1
3639,evaluation,Complex,native_pdf,pond_b,0.791696,0.482027,0.674895,0.882702,0.672532,0.485714,0.863158,0.902174,0
3640,development,Moderate,native_pdf,pond_a,0.811478,0.953411,0.745749,0.796581,0.738397,0.88172,0.8725,0.772487,0
3641,development,Simple,scan,pond_b,0.773895,0.642309,0.560075,0.925189,0.591398,0.54386,0.681818,1.0,0
3642,evaluation,Simple,native_pdf,pond_a,0.926821,0.958446,0.618046,0.546443,0.887701,0.88172,0.753623,0.133333,1
3643,evaluation,Moderate,native_pdf,pond_a,0.77352,0.776409,0.649621,0.812066,0.591398,0.727723,0.778571,0.772487,0
3644,development,Simple,native_pdf,pond_a,0.843183,0.886292,0.747726,0.800987,0.738397,0.809353,0.8725,0.772487,0
3645,evaluation,Simple,scan,pond_a,0.922433,0.996411,0.724499,0.841038,0.887701,0.989848,0.8725,0.80137,0
3646,development,Simple,scan,pond_b,0.892616,0.98046,0.579545,0.926652,0.83871,0.933333,0.753623,1.0,0
3647,evaluation,Complex,scan,pond_a,0.638082,0.778269,0.525743,0.703784,0.421053,0.727723,0.581673,0.571429,1
3648,development,Simple,scan,pond_b,0.818791,0.967197,0.707772,0.921443,0.738397,0.88172,0.8725,1.0,1
3649,development,Complex,native_pdf,pond_a,0.819782,0.513302,0.496251,0.637462,0.738397,0.485714,0.581673,0.388889,0
3650,evaluation,Simple,native_pdf,pond_a,0.875927,0.939244,0.803269,0.799704,0.777778,0.867188,0.891117,0.772487,0
3651,development,Complex,native_pdf,pond_a,0.6388,0.405956,0.304751,0.586122,0.421053,0.415385,0.25,0.307692,0
3652,development,Simple,native_pdf,pond_a,0.895219,0.954563,0.713571,0.689406,0.843284,0.88172,0.8725,0.527397,0
3653,development,Moderate,scan,pond_a,0.621885,0.867451,0.669379,0.835239,0.421053,0.809353,0.863158,0.80137,0
3654,development,Simple,native_pdf,pond_b,0.973139,0.990995,0.78246,0.940196,0.977778,0.957792,0.891117,1.0,1
3655,development,Simple,native_pdf,pond_a,0.838275,0.840718,0.659746,0.75641,0.738397,0.77027,0.778571,0.687861,0
3656,development,Simple,native_pdf,pond_b,0.962237,0.975795,0.843284,0.895415,0.966942,0.923077,0.9375,0.937931,1
3657,development,Simple,native_pdf,pond_b,0.97193,0.983253,0.889255,0.916924,0.977778,0.957792,0.982759,0.987179,1
3658,development,Moderate,native_pdf,pond_a,0.8851,0.826657,0.660457,0.841921,0.789474,0.727723,0.778571,0.80137,0
3659,evaluation,Simple,scan,pond_a,0.687464,0.845661,0.541183,0.791338,0.552632,0.77027,0.581673,0.772487,0
3660,evaluation,Simple,native_pdf,pond_b,0.970685,0.991825,0.560921,0.896377,0.977778,0.957792,0.681818,0.937931,1
3661,development,Simple,native_pdf,pond_b,0.939948,0.996631,0.971693,0.925584,0.934783,0.989848,1.0,1.0,1
3662,development,Moderate,native_pdf,pond_a,0.909426,0.973822,0.68685,0.665211,0.857143,0.923077,0.8725,0.527397,1
3663,evaluation,Simple,native_pdf,pond_a,0.907746,0.913707,0.86008,0.79467,0.843284,0.809353,0.951456,0.772487,1
3664,development,Moderate,scan,pond_b,0.947842,0.992721,0.883639,0.805276,0.945946,0.989848,0.979798,0.772487,1
3665,development,Moderate,scan,pond_b,0.69882,0.199987,0.48279,0.768951,0.552632,0.415385,0.581673,0.727273,0
3666,development,Simple,scan,pond_a,0.698286,0.923164,0.72364,0.758323,0.552632,0.862069,0.8725,0.687861,0
3667,evaluation,Moderate,native_pdf,pond_a,0.896545,0.993076,0.452047,0.793745,0.843284,0.989848,0.581673,0.772487,1
3668,development,Simple,native_pdf,pond_b,0.898202,0.880926,0.760318,0.842857,0.843284,0.809353,0.8725,0.80137,0
3669,development,Moderate,scan,pond_a,0.733915,0.880932,0.379612,0.717231,0.552632,0.809353,0.435484,0.591837,0
3670,evaluation,Simple,scan,pond_b,0.9079,0.993462,0.781395,0.932309,0.843284,0.989848,0.891117,1.0,1
3671,development,Moderate,scan,pond_b,0.669195,0.893094,0.711541,0.828317,0.552632,0.809353,0.8725,0.791444,1
3672,development,Moderate,native_pdf,pond_b,0.817512,0.703344,0.703302,0.804987,0.738397,0.567568,0.8725,0.772487,0
3673,development,Simple,native_pdf,pond_a,0.960145,0.934855,0.75282,0.67537,0.966942,0.865854,0.8725,0.527397,0
3674,development,Simple,native_pdf,pond_b,0.9705,0.983451,0.898418,0.887951,0.977778,0.957792,0.982759,0.902174,1
3675,development,Complex,native_pdf,pond_b,0.82277,0.807297,0.598776,0.765807,0.738397,0.727723,0.753623,0.687861,0
3676,evaluation,Complex,scan,pond_b,0.465053,0.443709,0.069453,0.633652,0.235294,0.419355,0.0,0.388889,0
3677,development,Moderate,native_pdf,pond_a,0.890178,0.96746,0.722028,0.73227,0.793103,0.88172,0.8725,0.591837,1
3678,development,Simple,native_pdf,pond_b,0.709117,0.807196,0.400361,0.927428,0.552632,0.727723,0.435484,1.0,0
3679,evaluation,Complex,native_pdf,pond_a,0.734737,0.765534,0.720539,0.785846,0.591398,0.727723,0.8725,0.772487,0
3680,evaluation,Moderate,scan,pond_a,0.591573,0.769071,0.570273,0.827936,0.421053,0.727723,0.681818,0.791444,0
3681,evaluation,Moderate,scan,pond_b,0.664646,0.975768,0.685886,0.86473,0.5,0.923077,0.871723,0.897233,1
3682,development,Moderate,scan,pond_b,0.748862,0.688638,0.291469,0.839272,0.591398,0.567568,0.192308,0.80137,0
3683,evaluation,Complex,native_pdf,pond_a,0.724487,0.706679,0.17173,0.754793,0.552632,0.567568,0.153846,0.687861,0
3684,development,Simple,native_pdf,pond_b,0.931037,0.994643,0.926504,0.841436,0.887701,0.989848,1.0,0.80137,1
3685,evaluation,Simple,scan,pond_a,0.931661,0.822715,0.885465,0.827793,0.887701,0.727723,0.982759,0.791444,0
3686,development,Moderate,native_pdf,pond_b,0.886234,0.9839,0.602413,0.836065,0.789474,0.957792,0.753623,0.80137,0
3687,development,Moderate,scan,pond_a,0.912351,0.995621,0.695045,0.781427,0.857143,0.989848,0.8725,0.727273,1
3688,evaluation,Complex,scan,pond_a,0.60849,0.757906,0.296538,0.692122,0.421053,0.727723,0.192308,0.527397,0
3689,evaluation,Complex,native_pdf,pond_b,0.807159,0.947591,0.310792,0.815901,0.672727,0.867188,0.25,0.772487,0
3690,evaluation,Simple,scan,pond_b,0.942832,0.995237,0.919132,0.892913,0.934783,0.989848,1.0,0.937931,1
3691,evaluation,Simple,scan,pond_b,0.823734,0.902993,0.52969,0.903723,0.738397,0.809353,0.581673,0.937931,0
3692,development,Moderate,native_pdf,pond_a,0.84817,0.980972,0.626978,0.816264,0.744681,0.933333,0.778571,0.772487,1
3693,development,Simple,scan,pond_b,0.804049,0.884413,0.920579,0.731025,0.672727,0.809353,1.0,0.591837,0
3694,evaluation,Complex,scan,pond_a,0.290668,0.071611,0.125367,0.809868,0.181818,0.0,0.12,0.772487,0
3695,development,Complex,native_pdf,pond_b,0.809119,0.569938,0.217484,0.831352,0.672727,0.485714,0.192308,0.791444,0
3696,development,Complex,scan,pond_a,0.566324,0.225025,0.440659,0.623827,0.338028,0.415385,0.581673,0.333333,0
3697,evaluation,Simple,native_pdf,pond_b,0.945083,0.997727,0.889732,0.788382,0.945946,1.0,0.982759,0.772487,1
3698,development,Complex,native_pdf,pond_b,0.735472,0.630448,0.232711,0.762097,0.591398,0.521739,0.192308,0.687861,0
3699,development,Moderate,scan,pond_a,0.491463,0.72929,0.45836,0.82069,0.235294,0.666667,0.581673,0.791444,0
3700,development,Simple,scan,pond_b,0.922608,0.98829,0.855641,0.874028,0.887701,0.957792,0.951456,0.897233,0
3701,development,Complex,native_pdf,pond_a,0.734375,0.489626,0.359296,0.760362,0.591398,0.485714,0.435484,0.687861,0
3702,development,Moderate,native_pdf,pond_a,0.836655,0.841003,0.316663,0.771579,0.738397,0.77027,0.294118,0.727273,0
3703,development,Moderate,scan,pond_a,0.800227,0.712489,0.435488,0.48969,0.672727,0.567568,0.581673,0.133333,0
3704,evaluation,Complex,native_pdf,pond_b,0.81564,0.789455,0.709019,0.644122,0.738397,0.727723,0.8725,0.388889,0
3705,development,Moderate,scan,pond_b,0.531668,0.273918,0.272217,0.843191,0.338028,0.415385,0.192308,0.80137,0
3706,development,Simple,native_pdf,pond_a,0.928508,0.989572,0.882458,0.763449,0.887701,0.957792,0.979798,0.687861,1
3707,development,Complex,scan,pond_a,0.730858,0.829381,0.362886,0.76934,0.552632,0.727723,0.435484,0.727273,0
3708,development,Moderate,scan,pond_a,0.712125,0.588107,0.808839,0.755933,0.552632,0.485714,0.891117,0.687861,0
3709,evaluation,Complex,scan,pond_b,0.600407,0.581873,0.625495,0.740678,0.421053,0.485714,0.778571,0.591837,0
3710,development,Simple,scan,pond_b,0.948933,0.992656,0.919028,0.870868,0.945946,0.989848,1.0,0.897233,1
3711,evaluation,Complex,native_pdf,pond_a,0.656067,0.163403,0.228462,0.725856,0.5,0.16,0.192308,0.591837,0
3712,development,Simple,scan,pond_a,0.815748,0.819961,0.411795,0.77243,0.738397,0.727723,0.435484,0.727273,0
3713,evaluation,Complex,scan,pond_a,0.435302,0.0577,0.230131,0.687844,0.235294,0.0,0.192308,0.527397,0
3714,evaluation,Moderate,native_pdf,pond_a,0.91552,0.990146,0.662811,0.632768,0.857143,0.957792,0.863158,0.388889,0
3715,development,Simple,native_pdf,pond_a,0.944846,0.975369,0.77786,0.754784,0.945946,0.923077,0.891117,0.687861,1
3716,development,Simple,native_pdf,pond_a,0.897858,0.878959,0.561972,0.848099,0.843284,0.809353,0.681818,0.868132,0
3717,development,Complex,native_pdf,pond_a,0.888514,0.878989,0.326747,0.712044,0.789474,0.809353,0.363636,0.590909,0
3718,development,Simple,scan,pond_a,0.892244,0.992999,0.590068,0.808013,0.793103,0.989848,0.753623,0.772487,0
3719,development,Simple,native_pdf,pond_a,0.966037,0.838888,0.790952,0.806194,0.966942,0.77027,0.891117,0.772487,0
3720,development,Moderate,scan,pond_a,0.804114,0.789715,0.676725,0.731258,0.672727,0.727723,0.863158,0.591837,0
3721,development,Simple,native_pdf,pond_b,0.90439,0.932084,0.671124,0.955233,0.843284,0.865854,0.863158,1.0,1
3722,development,Simple,native_pdf,pond_b,0.883483,0.882096,0.284882,0.892194,0.789474,0.809353,0.192308,0.937931,0
3723,development,Moderate,native_pdf,pond_a,0.91611,0.944527,0.480487,0.751487,0.857143,0.867188,0.581673,0.687861,1
3724,development,Simple,scan,pond_b,0.491065,0.580104,0.227803,0.926391,0.235294,0.485714,0.192308,1.0,0
3725,development,Moderate,native_pdf,pond_a,0.768944,0.955702,0.524657,0.825243,0.591398,0.88172,0.581673,0.791444,1
3726,evaluation,Complex,scan,pond_b,0.600539,0.858618,0.652726,0.919944,0.421053,0.809353,0.778571,0.987179,0
3727,development,Moderate,native_pdf,pond_a,0.900648,0.980251,0.714042,0.708246,0.843284,0.933333,0.8725,0.571429,1
3728,evaluation,Moderate,native_pdf,pond_a,0.920895,0.816935,0.52265,0.774366,0.887701,0.727723,0.581673,0.727273,1
3729,development,Moderate,native_pdf,pond_b,0.890345,0.993831,0.517208,0.751345,0.793103,0.989848,0.581673,0.687861,0
3730,evaluation,Moderate,native_pdf,pond_a,0.871887,0.960306,0.647366,0.660206,0.768421,0.88172,0.778571,0.527397,0
3731,development,Simple,scan,pond_a,0.605515,0.881406,0.77108,0.849848,0.421053,0.809353,0.8725,0.868132,1
3732,development,Simple,scan,pond_a,0.730894,0.670562,0.466322,0.873906,0.552632,0.54386,0.581673,0.897233,0
3733,development,Simple,native_pdf,pond_b,0.978873,0.994038,0.906984,0.810488,0.977778,0.989848,0.982759,0.772487,1
3734,evaluation,Complex,scan,pond_a,0.501263,0.533908,0.267525,0.65655,0.33469,0.485714,0.192308,0.527397,0
3735,development,Complex,scan,pond_a,0.590653,0.961485,0.49032,0.634767,0.421053,0.88172,0.581673,0.388889,0
3736,evaluation,Moderate,scan,pond_b,0.843319,0.702145,0.448643,0.898941,0.744681,0.567568,0.581673,0.937931,0
3737,evaluation,Simple,scan,pond_a,0.90822,0.992822,0.839621,0.837256,0.843284,0.989848,0.9375,0.80137,1
3738,development,Moderate,native_pdf,pond_b,0.612732,0.410797,0.316066,0.806113,0.421053,0.415385,0.294118,0.772487,0
3739,development,Moderate,native_pdf,pond_b,0.851379,0.950886,0.692815,0.848329,0.744681,0.868421,0.8725,0.868132,1
3740,development,Moderate,native_pdf,pond_b,0.575475,0.692182,0.17082,0.853764,0.421053,0.567568,0.153846,0.894737,0
3741,development,Simple,native_pdf,pond_a,0.954937,0.938263,0.826238,0.799577,0.966942,0.867188,0.891117,0.772487,1
3742,evaluation,Simple,native_pdf,pond_b,0.843156,0.943123,0.728326,0.913959,0.738397,0.867188,0.8725,0.987179,0
3743,development,Moderate,scan,pond_a,0.671742,0.849239,0.787231,0.781784,0.552632,0.77027,0.891117,0.727273,0
3744,evaluation,Moderate,native_pdf,pond_a,0.604818,0.538095,0.343903,0.85763,0.421053,0.485714,0.375,0.894737,0
3745,development,Simple,scan,pond_b,0.829948,0.987523,0.869939,0.877104,0.738397,0.957792,0.979798,0.897233,1
3746,development,Simple,native_pdf,pond_b,0.934279,0.99714,0.872949,0.837531,0.887701,0.989848,0.979798,0.80137,1
3747,evaluation,Moderate,native_pdf,pond_a,0.924663,0.985955,0.875425,0.73228,0.887701,0.957792,0.979798,0.591837,1
3748,development,Moderate,native_pdf,pond_b,0.807356,0.978166,0.809145,0.819955,0.672727,0.933333,0.891117,0.791444,1
3749,evaluation,Complex,scan,pond_a,0.647594,0.81155,0.508313,0.658162,0.421053,0.727723,0.581673,0.527397,0
3750,development,Simple,scan,pond_a,0.868615,0.708771,0.636834,0.874032,0.768421,0.567568,0.778571,0.897233,0
3751,development,Moderate,native_pdf,pond_b,0.728382,0.922057,0.793649,0.866949,0.552632,0.862069,0.891117,0.897233,1
3752,development,Moderate,native_pdf,pond_a,0.690533,0.821468,0.603387,0.603793,0.552632,0.727723,0.753623,0.307692,0
3753,development,Simple,native_pdf,pond_a,0.826228,0.892953,0.632908,0.743851,0.738397,0.809353,0.778571,0.687861,1
